X,Y
5.993428306022466,4.72347139765763
6.295377076201385,8.046059712816051
4.531693250553328,4.531726086101639
8.158425631014783,6.534869458305818
4.061051228130096,6.085120087171929
4.0731646143750755,4.068540492859486
5.483924543132068,1.1734395106844042
1.5501643349739345,3.8754249415180544
2.9743377593311524,5.628494665190548
3.1839518489575784,2.175392597329417
7.931297537843108,4.548447399026928
5.1350564093758475,2.1505036275730864
3.9112345509496347,5.2218451794197325
2.6980128451553944,5.751396036691344
3.79872262016239,4.416612500413446
3.796586775541206,8.704556369017876
4.973005550524132,2.8845781420881993
6.645089824206378,2.5583127000579555
5.4177271900095105,1.0806597522404489
2.343627902203139,5.393722471738247
6.476933159990821,5.342736562379941
4.768703435223519,4.3977926088214225
2.0429560192651453,3.5603115832105825
4.078722458080425,7.114244452437831
5.687236579136923,1.473919689274532
5.64816793878959,4.229835439167367
3.6461559993880828,6.2233525776817356
7.061999044991902,6.862560238232398
3.3215649535547227,4.381575248297571
5.662526862807128,6.951090254244718
4.04165152430942,4.628682046672366
2.7873300519879436,2.6075867518386584
6.625051644788396,7.712480057141645
4.855979756839332,7.007065795784048
5.723272050095268,3.7097604907897512
5.722791211016828,8.076073132931938
4.928347921780097,8.129287311628012
-0.23949020817948874,6.643805008750448
5.174094136476342,4.401985299068265
5.183521553071005,1.0248621707982144
4.560656224324976,5.7142251430234925
7.955788089483033,3.9634595634527052
3.3830127942136246,3.996485912830927
6.830804235404148,5.657502219319369
3.9404795924659224,6.026534866226712
5.194155098696081,6.937289981065779
3.5958938122452953,4.3446757068044635
4.215783693735685,2.072970103735763
5.592240554129152,5.522110544359778
5.010226913284922,4.530825733249706
2.1692585158991715,4.158709354469282
4.314570966946461,3.395445461556762
4.677428576667982,5.8081017136290765
8.77237180242106,5.349155625663678
5.515100781445529,4.851108168467666
1.162457569401917,4.946972249101567
5.120460419882053,9.926484224970572
4.615278070437755,5.603094684667225
4.9305764605895135,2.662643924760936
7.285645629030041,6.503866065373549
6.582063894086094,3.181225090410522
7.805588621872198,2.1962978744154382
6.173714187600541,9.380911251619956
3.0189273497386235,3.867404540794456
5.199302730175282,3.9930486917676014
1.8986731378677346,5.137125949612055
2.8753925725477902,5.9471848612703635
3.1611515315323935,8.09986881003508
3.4334934153275256,4.355876967588649
6.62703443473934,2.5382713671320896
5.4549198692082586,7.614285508564857
1.785033530877545,5.369267717064608
5.519765588496847,6.563645743554621
2.526098578243836,2.3590867738314474
6.0438831312337955,5.5939693464663724
5.5009857006917535,5.692896418993952
3.6399505568430186,5.464507394322007
5.586144946597362,3.571297163947264
8.731549022289514,5.947665841823575
2.617393005594703,6.313107217267659
3.050636659545357,6.574169207484904
7.317191158014808,3.358635363296579
6.926752258488643,5.825561853872997
6.64412031998898,8.793585965307894
4.509223767994259,3.492527671285021
3.2209711407489534,3.3683794300691234
4.845796581171792,5.682303949633288
5.553381598660038,6.654366498072047
5.026003783755814,7.907068154314634
4.470686333524088,10.440338333179238
6.251334695530012,3.285684887167435
2.8582150038777754,5.96494483048637
4.553074429348298,6.428000988184184
5.94647524914709,4.854342174686255
3.30641256386319,1.9703055506282707
4.106970095865957,6.712797588646945
5.4281874882604075,2.508522442576024
5.346361851702364,5.770634759457674
3.2322851275977342,5.307450211891056
5.116417436892,2.714059404338754
5.715574720696567,6.121569052736469
7.166102486350554,7.1076041040698055
2.244661264085818,3.124349920169754
6.0300705344173195,6.027571901824418
6.030095372612096,12.705462981309442
6.141781021386334,7.271131280361198
6.908003526986405,6.302782502611596
4.369461510719309,6.517938440986535
3.4543495709248564,4.526362786519982
4.029272904341793,5.163748278772645
9.629317133347017,1.2654696148165039
6.372520380749027,1.7745682576206967
4.056136268421133,7.177901193934732
5.128560038190925,2.8445104441413878
3.5693925814800638,6.359195497869352
3.5392667365657267,5.43291717916395
5.091143679807628,3.6967993047883656
9.28788817865065,6.267838044636022
0.9497148266847857,5.3729086295388555
3.676427070463224,6.704866669592448
3.4149585231345987,4.770527117066202
6.0099745579609145,6.731510388340243
2.5994071858884475,4.330997528318103
4.050109377678088,3.693341534852576
8.530908480562193,5.809963421921911
2.4782320913299096,6.835723894109552
9.244312394025266,7.064930521102294
1.9612600680919732,4.031531854267497
7.533822298373245,3.5846610687624385
5.887638856292456,6.5492681068586736
3.1461390568438343,4.8809492878764
-1.4825346801381452,2.9512247173314203
4.494863697213679,2.504433636070301
8.26482260786327,2.1397172440787346
4.119911026606032,5.2614811545721825
7.8825465781322315,2.1282756976411212
7.326327504309919,5.020466122039174
3.036982697904098,5.924206948526542
5.39811939114694,3.799566245682411
5.139604169980037,4.22937280627648
